Key	HMDB0001858	HMDB0000220	HMDB0000112	HMDB0000131	HMDB0000157	HMDB0000011	HMDB0000646	HMDB0000283	HMDB0000134	HMDB0000195	HMDB0001488	HMDB0000826	HMDB0000115	HMDB0000056	HMDB0000262	HMDB0001251	HMDB0000210	HMDB0000119	HMDB0000289	HMDB0000122	HMDB0000143	HMDB0002259	HMDB0000626	HMDB0001160	HMDB0000224	HMDB0000511	HMDB0002003	HMDB0000806	HMDB0000944	HMDB0000243	HMDB0000162	HMDB0000754	HMDB0000673	HMDB0000214	HMDB0000226	HMDB0000067	HMDB0000929	HMDB0000167	HMDB0000209	HMDB0000159	HMDB0000666	HMDB0000517	HMDB0000172	HMDB0000149	HMDB0000763	HMDB0002212	HMDB0000827	HMDB0000156	HMDB0000123	HMDB0000020	HMDB0000574	HMDB0000158	HMDB0000169	HMDB0000254	HMDB0002356	HMDB0000687	HMDB0000163	HMDB0000292	HMDB0000892	HMDB0000535	HMDB0000301	HMDB0000182	HMDB0001138	HMDB0001893	HMDB0000148	HMDB0000883	HMDB0000187	HMDB0000294	HMDB0000573	HMDB0000211	HMDB0000191	HMDB0000132	HMDB0000641	HMDB0000300	HMDB0000660
4501:P4.Baseline.NoAlmond	3.313130277525268	7085.527627801114	6.267722733779882	198.42201633706404	13.821384556269566	11.57899422739506	3.0129402198448116	268.8938100409088	9.443725672946035	12.063765647252744	25.34380778414645	293.09129061184564	21.504433428332938	20.272676361121125	9.620510046440364	22.005832135211165	17.57886474555084	3298.761625884132	24.583061623395995	4339.657314397187	78.7831437952191	104.31195403724936	1738.5617446723757	25.170272420759584	18.38509704780577	3.96685022297104	109.59847571857532	278.8085466203163	122.64048008553696	0.13066880482697768	5.243711195204105	0.0032186219435793853	836.7075392673315	47.09812831339163	0.28116023722720057	2491.80259651546	0.26518115748553406	150.84188781831813	196.35230133948912	165.3368686171615	3.6677501748428014	12.09568239360253	248.4627922166093	74.18560337491698	18.99285305614302	139.16857673868586	4583.032730140235	9.775315822148908	262.8533268964098	13.391941867359568	8.031552985649208	281.2761697969346	196.70653900032343	30.776821597670686	15.528739367741515	403.4977186968504	395.5165253678669	54.371228557189774	67.80626758803365	26.94604756272988	11.324042493080002	712.525117208441	14.712377798680969	1.5658076762341733	524.6050482481479	274.5600836683248	157.89759106227868	6.56548495421681	2098.9064933583822	0.4806164714328322	284.42646733260347	0.12174945208278587	388.75676872104793	52.37786529714025	33.74928360951636
4501:P5.Baseline.Almond	10.410174216591251	11064.4505955252	7.622210264841107	194.60355636602296	23.499717261103243	3.174552864016291	91.59639954119496	291.7993539774585	3.37155633613682	0.16867685018850898	8.36389185525043	557.6482431792182	24.042936094413367	9.591515343557056	22.64895411853829	36.717434169575135	0.23323953174797196	1546.4327479542976	15.673450313411369	11446.403845842438	60.77447668544898	233.27497312203803	2155.2622499762665	38.54701271158337	10.49104292582591	6.7754601559675045	115.8393792847678	634.9391504674238	144.22612033235723	6.501601008303658	34.35010911292679	3.049054355850621	16.46752445291806	39.38731764513452	2.559221031343529	3356.671507747298	84.36345354441424	518.2413467939532	211.6365738512291	291.1997094583065	0.3626323171996392	30.7188000505866	447.7660299986284	49.43400829495524	6.338890733181889	180.27520198170123	6866.214304861843	5.638555550501565	489.4685032624237	0.3809664578115209	12.959180253084083	462.10411294947465	28.06752245850527	22.1497570487514	15.354231724327178	682.2714235718489	2467.802542962651	73.08318065929066	29.63576738224992	29.891385467680387	17.60894862345478	1133.8619962854098	12.56638937965859	61.78211296322102	244.7442234118995	500.876463583181	302.1994348062807	9.328357619070127	2706.0520969698955	1.4858298748709975	288.38474873445097	0.2199065087914705	466.2174724831023	55.35408423925866	84.96103074317985
4502:P3.Baseline.Almond	6.28117516868601	8885.741534989616	19.219117579602333	2798.5472164296543	79.42745773628292	9.11358288656218	292.743497627928	1190.7529373846075	9.1702502037806	11.809797414505198	74.7832015207734	94.9236420766974	30.594054929366187	16.911224739941087	21.098036090368588	24.52777755786114	40.11827054939517	391.468093163172	19.158207057471422	13873.120135665167	268.9779913009591	91.10270449178884	659.6795700283263	0.27549772180614285	9.564320750330904	108.36200891213194	110.02767215665112	1088.647739432309	450.0036524412865	3.1431198195327177	84.41897236672753	1.8297794603280653	4299.674852241477	62.787387478007744	2.950396189958965	3392.929474835446	49.11153804505157	241.80792898081688	73.54555446210446	209.47470754764092	8.80684023466248	8.27055388475484	371.6665614899358	52.95341789936697	27.42903469738191	263.3270005005668	6879.417511663968	31.63706207237185	347.95156298918334	9.504915881556045	0.35227943794412075	688.5467774358867	141.79641045888798	76.0298824995786	4.323825805827592	455.5539013444017	857.8856941041713	180.33675629114805	57.65639459576224	70.27281157637405	8.586604211946453	658.3257139060862	41.23341217591317	25.163710784423387	1541.3648529763443	362.26950513970377	261.2980641645073	3.57620047576237	4766.60054275135	43.08344951775894	297.8843456957767	6.307045030894418	461.95648692461606	150.062994893886	420.3421444496235
4502:P2.Baseline.NoAlmond	11.248367925549363	21819.610427456817	21.263133275482133	1772.335894812324	86.74844798686458	18.76867894717615	602.33936439	3157.9939588500533	50.23870736347705	0.19082809145185625	245.02506208884336	1270.752440975971	92.3525414546788	90.2040131200594	371.2700376165468	124.73611007860592	122.11464687411328	242.1061671888445	1313.2810167792295	2944.285590825169	486.1544155571977	526.467956559761	2780.914766161958	68.92979543356462	42.58538340969842	30.520002022424688	264.0662328067472	1122.222718957786	388.9713801532962	12.670405488381084	1370.5897309669442	13.88830514839643	3653.253756203688	300.4092454144861	21.28068359291884	8084.716298578272	186.80788804854987	1271.7098569771888	516.6457828511731	1234.1720372323775	0.006143821911795603	161.14747655425614	2397.3955306755115	251.3464093192681	51.82608739058085	458.54037662192377	34807.25499197327	19.71501053738148	3255.366814792548	37.803383758656	41.36332709555333	2367.3872589615044	112.12851625262988	808.1588647270867	37.9451718495262	3419.1482245136845	99.88301318640052	768.8429207156622	112.63655175737652	161.47677593142373	0.3173711145669537	2774.747676984793	411.0538361427969	388.9579864899892	7757.365468496612	2813.363455700585	1012.796489739949	23.577004074373622	16002.921651223538	80.0386845205381	3153.4091693449445	12.742916010422194	5664.574632803876	905.9307594660356	339.276270779898
4503:P1.Baseline.Almond	2.629216470349583	6239.749489338545	18.364887373300192	1194.597509389617	59.79694939188873	1.2749803160279043	1317.502879673387	881.2985032140014	7.99930756499824	16.35266970106382	120.96777954759077	340.8112817686283	37.40107847095192	17.331513174008293	16.565373403835146	75.10247108700563	50.82500785694625	246.18963315060805	77.02956211811163	19815.65928376473	244.3218146481405	109.81731856006044	1197.4695738773023	27.442277559191947	15.237442962223511	2.4979137069084727	150.96171123965675	148.8530769208351	222.96191462775025	3.5951893370754084	34.095816473959715	5.641277025676641	3132.2139867811825	20.22615767260384	10.390079120139202	9938.008786113916	30.15594327034458	100.3684871947007	115.87113238506107	176.25922646257118	4.507986278108403	11.006174717816018	175.1161134102571	43.709030318743565	87.48117176798034	381.28617712474585	5788.357910441211	15.485032781850643	184.83488880604483	14.12390972420144	5.725839166534243	311.90220670072875	19.979471053413096	134.85877645925652	20.0877422057261	403.8416887228157	2234.8141293875447	170.9082154771414	24.39928238891832	73.9286492198541	13.343431647100502	205.9816335234456	70.89525055421717	122.70045668476249	1461.2454227249823	156.36522075045207	164.18366242806198	4.211623634915872	12089.136766167108	16.623742732037257	655.8500777848521	11.765879184879845	1710.357022187387	115.0851222052872	231.82931071217985
4503:P2.Baseline.NoAlmond	3.491680471772244	13074.092774181434	8.131956768246045	4675.70074835034	169.21539011684817	1.388227877138065	578.4705036987144	1835.709457220215	15.222495512497256	49.70451703077832	121.07052896064924	742.9219182392218	16.041791427781053	32.12665166875783	104.27171488518869	129.6172172185865	56.7711914162424	107.65847690383168	134.7330861801199	12970.182554908642	518.0883100167641	264.1103889278227	3219.493197673376	48.4439422917679	19.05929132672961	8.181379996503429	115.3511317774814	492.036337937733	155.3445492925785	5.4885201025940695	226.42870761215875	6.361475522843029	13661.84397168232	167.7348114074806	11.13787751086002	16848.3867030765	187.3579511640152	484.1663242792511	222.0687316245161	864.6095315069704	10.995114985807982	35.5840182991971	1139.312024296468	116.17141615733031	14.860435063206031	254.36370468779623	10063.873905219752	9.538400635227546	1024.644768788845	23.790788781644185	11.931896975120765	1306.299556492697	135.52032760164823	43.26608248107737	14.502469681398994	1326.8620200045689	453.4423038284377	535.45845661088	32.03896074090688	80.58485609210858	26.1201761340264	1663.610009920713	59.1269848934364	191.08276806393863	1213.6694124189228	1104.068320226129	686.6097980088786	10.65649526763312	28238.85348352065	2.8064890204685726	760.5177171726384	0.12406494615885229	1512.5304028082996	435.95438874184566	279.0322500032915
4505:P2.Baseline.Almond	3.6497893394827527	15398.000972662963	14.565959596985232	1481.1183010324128	63.75738029687391	48.85472861550366	133.37485292827148	510.58352771064347	16.56980787750534	7.541195518985085	34.631354196562455	482.4946860943185	10.005294414274196	17.57870551192856	15.192788325849037	206.2796896391224	9.884878867175006	158.21581419265843	29.427163186287075	1135.2141326396345	122.72681843225412	274.8878717631861	1758.4241091238923	63.76013040724811	7.988284891248957	7.054033109839917	141.25588351492635	317.4546694445217	184.703305825374	3.4185836315940987	29.12759759195385	2.9758158613468364	3614.6439110826695	26.12015546130364	14.097065778183008	1237.245781196618	16.620881355883462	76.92490876857508	350.6930927365485	74.50225796535439	7.492675714525869	9.186350832126532	130.47604015740242	60.99017995105617	0.015929265289977314	407.2538270570344	40389.60228290749	7.755900564628501	185.33033099069308	12.962252375912186	8.197293279688658	158.21915361239857	34.28071512385111	40.20052414078611	30.237660000856817	330.3699735076171	30.866649530728925	116.18803814466736	11.051711411659806	111.18165864487952	0.06583302270347292	206.4085519537995	62.98420640881125	199.84148481664948	970.1100777054096	157.16959363172813	127.1348524891967	7.655128663059358	10971.80872266533	66.07120530385815	78.5936364563526	4.231634120082748	740.3748931211345	85.07427155317042	173.3048840701088
4505:P3.Baseline.NoAlmond	3.2540242121114376	12378.797060268813	24.45022831223674	1055.4990215061555	72.48258037057073	55.015301415609045	331.49415302480656	1004.7367909615816	8.332747241683212	0.051484032222415654	68.03196429615616	422.6204157343598	29.75055290949616	17.74482336200171	24.56183097489084	106.54780731146828	36.16218719911844	1627.9959641865892	36.91585894209697	3983.793551513172	242.3437197037804	326.3622229777057	1921.2462526207933	48.34970738983727	13.021002459990983	7.70407425442462	255.3188735635601	1027.4182632957104	757.7858529686735	7.024081023308184	9.60141385822786	2.205072389583183	1275.154759506641	30.48139469105263	16.17738613461553	1072.6950767458757	24.12994848154302	206.8961480326457	133.72498961075436	102.21379384993664	3.496851983600576	0.22619121198496928	255.1497243039331	62.02381655612947	10.714232969527734	646.5185643346383	17168.260516398434	32.1739250128423	217.5311365079812	6.818894386560369	5.604095158329744	200.5940409546392	148.7921037785262	75.81301891636755	30.34516963198879	259.5111903223813	145.7599641501531	157.2822079443912	49.43516828290411	136.64873409171446	8.206710760444095	429.9327957746341	73.89775496268749	68.6365809191064	994.9859446285913	255.156422350466	123.5386759144408	3.165251510879394	4774.755017636751	64.47850910241826	349.7151037227468	3.667793678215306	734.2437288244066	137.3180670515884	318.58503624352034
4506:P1.Baseline.Almond	0.9054833071872128	8728.144333728167	6.238241197808365	258.1601564567488	33.90299550191721	4.712127855817966	28.70482112067462	303.4236369766824	3.005395260109203	38.6356973570574	53.37247796550589	323.8290659066758	9.406068750909098	13.6094163803939	48.09837302322877	245.43758174879707	11.393448884333806	120.86372088026155	10.484669190514854	995.1183114719336	288.6042193654314	240.28157838273984	6300.015255950137	62.49198841646282	12.239142558131554	2.2773484885131574	166.35919881796687	369.0974341723048	201.913456685376	1.85688869020968	72.52948571010666	1.9271358260170728	823.4531805304177	1.0862562557685955	2.377945115033454	6146.270192086787	36.80290638981078	157.1776253635296	346.86512503730097	275.95427883188245	0.9000272189691629	3.7642461964363214	340.8938911566634	78.65144402776782	0.0810295412730379	223.4746669695596	9289.222415984888	6.213006789799883	284.6782228870307	7.828804581874481	4.6281268309609045	484.2963714601758	38.08520078955707	27.21178531350615	29.797743791852767	477.5852692834698	6.689732497852002	80.43638055460197	33.46173436728242	30.71107022585342	0.1914997966332294	127.61074230440308	30.671399917768017	79.43541570359888	318.3496756451945	405.9238699425558	149.41690821587622	6.608914191122136	1804.4738693949464	166.59233292078395	75.1123751388306	3.5503220708869456	643.6449515919667	64.11210561171004	61.29494539512356
4506:P3.Baseline.NoAlmond	3.9672818249988033	2096.976746044936	0.23386429752743756	294.8897673883265	20.914775914825515	1.8150769856388376	85.85680654077619	196.6062027755698	5.421639379523969	1.964209457013132	16.950864315168502	46.364716624741774	5.290200591194081	8.339517288722297	14.773488105287026	77.52876908212438	3.5999272627434777	2713.613817209414	0.819735686929541	1108.584335565548	204.2233333261874	19.89580934664309	625.3928112829108	0.09128597696178845	6.430916549848732	19.401018138651263	136.90087041351225	351.39907293094603	644.3365319704976	3.992558515062243	6.371411008657718	0.017362529860560198	248.6348990458188	12.530076542614816	7.802703583499994	4053.200032832525	33.98261403854001	75.40963457893076	48.85931529491942	104.67403845850392	2.366214148563755	0.129139199957781	114.32004466488029	41.88157968336493	2.637833247203801	228.7105481033124	2488.0944512266105	10.8570756190409	161.51320480645128	11.492363095968685	5.866193166014716	267.639283789558	54.5636323249862	22.082664315298363	20.630307832069885	202.1855055093645	1.2131197724038647	47.974104544989366	0.373882739935757	17.975728777699054	0.7560209226934029	354.323585971286	13.536510085307444	26.736840192771144	334.342151837053	120.63858526348864	75.31747997974114	5.620903952857419	1509.5234039909135	84.3295678632348	190.46807455228927	1.723975581868523	184.3288931335894	31.379009642463785	79.24537229605775
